DocNumber,Items
SSINV-001-0070904,"1859049-1,1479738-1,1375055-6,1427632-2"
SSINV-001-0070905,"1859239-4,1859008-4,1859010-4"
SSINV-001-0070906,"AT-MMC2000/SP,AT-MMCR18-60"
SSINV-001-0070907,WGM47201
SSINV-001-0070908,"1375055-6,1859050-1,1-1859008-0,1-1859010-0,1859008-7,1859010-7"
SSINV-001-0070909,R304328
SSINV-001-0070910,1479155-2
SSINV-001-0070912,"1859050-1,1859049-1,1375055-6,1375191-7"
SSINV-001-0070913,"DGK-PKT-AMP-CAT6-PP24-05,1933797-2,1427632-2"
SSINV-001-0070914,NPC06UVDB-BL010F
SSINV-001-0070915,AT-MC102XL
SSINV-001-0070916,AT-GS910/8
SSINV-001-0070917,AT-MCR12
SSINV-001-0070918,"1427632-2,1859008-7,1933797-2"
SSINV-001-0070919,1859247-4
SSINV-001-0070920,1859008-7
SSINV-001-0070921,1859008-4
SSINV-001-0070922,1427070-6
SSINV-001-0070923,6-2111979-3-PACK
SSINV-001-0070924,"1206138-8,2-5502776-6,657054-000-PACK"
SSINV-001-0070925,AT-X310-26FP-N1
SSINV-001-0070926,"CFP4IW,CFPE1IW,CMBBL-X"
SSINV-001-0070927,"1859167-1,1859168-1"
SSINV-001-0070928,1859241-7
SSINV-001-0070929,6-219590-2
SSINV-001-0070930,"1-1859239-0,1375191-6,1479154-2,1859049-1,1859050-1,1859239-7"
SSINV-001-0070931,1427070-6
SSINV-001-0070932,6-219590-2
SSINV-001-0070933,1859008-7
SSINV-001-0070934,1427071-6
SSINV-001-0070935,1427070-6
SSINV-001-0070936,1427071-6
SSINV-001-0070937,1725150-1
SSINV-001-0070938,1859008-7
SSINV-001-0070939,1427071-6
SSINV-001-0070940,219413-2
SSINV-001-0070941,6-554720-5-PACK
SSINV-001-0070942,1427071-6
SSINV-001-0070943,3-1427437-4
SSINV-001-0070944,4-1427432-4
SSINV-001-0070945,"1671000-8,2105004-2,2105028-3,6457567-4"
SSINV-001-0070946,"CFPUKS2BIWY,CJ5E88TVL"
SSINV-001-0070947,AT-GS950/48
SSINV-001-0070948,1427071-6
SSINV-001-0070949,1427071-6
SSINV-001-0070950,"AT-MC102XL,AT-MMC2000/SP,AT-SPSX"
SSINV-001-0070951,"1859049-1,1933748-1"
SSINV-001-0070952,"1375191-1,1859050-1"
SSINV-001-0070953,1427071-6
SSINV-001-0070954,219413-2
SSINV-001-0070955,AT-TQ4600
SSINV-001-0070956,"1933748-6,DGK-AMP-1827264-1,DGK-AMP-1859218-2,DGK-AMP-6-2111979-3,DGK-AMP-6-569278-3,DGK-AMP-657054-000"
SSINV-001-0070957,"1711716-1,2-336513-4,2105003-2,3-1859418-3"
SSINV-001-0070958,1427071-6
SSINV-001-0070959,AT-GS950/48
SSINV-001-0070960,AT-FSW708
SSINV-001-0070961,1427071-6
SSINV-001-0070962,1427071-6
SSINV-001-0070963,1427070-6
SSINV-001-0070964,"1479738-1,1427632-2,1375055-6,1-1859008-0"
SSINV-001-0070965,1427070-6
SSINV-001-0070966,"5504640-1,2843032-3-PACK,1206138-8,1-1859008-0"
SSINV-001-0070967,1427071-6
SSINV-001-0070968,1427071-6
SSINV-001-0070969,"WG019322,WGM47351"
SSINV-001-0070970,AT-FSW708
SSINV-001-0070971,219413-2
SSINV-001-0070972,1859167-1
SSINV-001-0070973,AT-8000S/16
SSINV-001-0070974,1427070-6
SSINV-001-0070975,4-1427439-4
SSINV-001-0070976,1375191-1
SSINV-001-0070977,AT-SPSX
SSINV-001-0070978,OTHPCPLAST-S 
SSINV-001-0070979,R35057
SSINV-001-0070980,"1-1859008-0,1859008-7"
SSINV-001-0070981,1427071-6
SSINV-001-0070982,1375055-6
SSINV-001-0070983,"F9DSCLC2-SL,F9DSCSC2-SL"
SSINV-001-0070985,6-554720-5-PACK
SSINV-001-0070986,1859010-4
SSINV-001-0070987,6-2111979-3-PACK
SSINV-001-0070988,9-737893-3-PACK
SSINV-001-0070989,1859049-1
SSINV-001-0070990,1-1859008-0
SSINV-001-0070991,"1427632-2,1479738-1,1933748-2,1859008-7"
SSINV-001-0070992,AT-MMC6005
SSINV-001-0070993,"1479738-1,1859049-1,1-1859247-0,1375055-6,1859008-7"
SSINV-001-0070994,2105031-3
SSINV-001-0070995,"AT-MC101XL,AT-MC102XL,AT-MMC2000/SP,AT-SPLX10"
SSINV-001-0070996,1427071-6
SSINV-001-0070997,1859049-1
SSINV-001-0070998,1427071-6
SSINV-001-0070999,1933797-2
SSINV-001-0071000,1725150-1
SSINV-001-0071001,"AT-FS716L,AT-FS724L,AT-FS750/28,AT-FSW708,AT-GS910/16,AT-GS910/24,AT-GS950/48,AT-MC101XL,AT-MC102XL,AT-SPLX10,AT-SPSX"
SSINV-001-0071002,"1427632-2,6-554720-5-PACK"
SSINV-001-0071003,DGK-PKT-AMP-CAT6-PP24-02
SSINV-001-0071004,1427071-6
SSINV-001-0071006,AT-GS924M
SSINV-001-0071007,AT-FSW708
SSINV-001-0071008,1859218-2
SSINV-001-0071009,WG020094
SSINV-001-0071010,1427071-6
SSINV-001-0071011,"1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-002"
SSINV-001-0071012,"AT-FSW708,AT-GS910/16,AT-GS910/24,AT-SPSX,AT-SPLX10"
SSINV-001-0071013,1427632-2
SSINV-001-0071014,1427071-6
SSINV-001-0071015,"PSC-150,PSC-170"
SSINV-001-0071016,"1375191-6,1375191-7,1859049-1,1859050-1,6-554720-5-PACK"
SSINV-001-0071017,6-219590-2
SSINV-001-0071018,1859167-1
SSINV-001-0071019,1859168-1
SSINV-001-0071020,"1859168-1,1933748-1"
SSINV-001-0071021,AT-FSW708
SSINV-001-0071022,6-554720-5-PACK
SSINV-001-0071023,AT-GS950/24
SSINV-001-0071024,1859012-7
SSINV-001-0071025,6-554720-5-PACK
SSINV-001-0071026,AT-GS910/16
SSINV-001-0071027,AT-TQ4600
SSINV-001-0071028,"AT-RKMT-J14,AT-X510-52GTX-N1,AT-XS916MXT"
SSINV-001-0071029,AT-MC101XL
SSINV-001-0071030,6-219590-2
SSINV-001-0071031,"1-1859008-0,1859008-7,DGK-PKT-AMP-CAT6-PP24-01"
SSINV-001-0071032,1859239-7
SSINV-001-0071033,AT-MC102XL
SSINV-001-0071034,1427632-2
SSINV-001-0071035,AT-FSW708
SSINV-001-0071036,1427632-2
SSINV-001-0071037,219413-2
SSINV-001-0071038,"1-1859008-0,1375055-2,1427632-2,1479154-2,1479738-1,1859241-4,1933748-2,NPC06UVDB-BL004F"
SSINV-001-0071039,1859247-4
SSINV-001-0071040,3-1859418-5
SSINV-001-0071041,AT-SPLX10
SSINV-001-0071042,1427071-6
SSINV-001-0071043,BPL-210
SSINV-001-0071044,"BPL-210-LC-WAN,PVN-LC-05,SVL-605"
SSINV-001-0071045,1427071-6
SSINV-001-0071046,1427070-6
SSINV-001-0071047,"1859049-1,1933748-1"
SSINV-001-0071048,1427070-6
SSINV-001-0071049,1427632-2
SSINV-001-0071050,"1479154-2,1859239-7"
SSINV-001-0071051,DGK-PKT-AMP-CAT6-PP24-01
SSINV-001-0071052,"1375055-6,1479738-1"
SSINV-001-0071053,1427070-6
SSINV-001-0071054,"DGK-PKT-AMP-CAT6-PP24-01,NPC06UVDB-BL004F"
SSINV-001-0071055,BPL-210
SSINV-001-0071056,BPL-210-LC-WAN
SSINV-001-0071057,AT-MC103XL
SSINV-001-0071058,"1375055-6,1427632-2,1479738-1,1859049-1,1859247-7"
SSINV-001-0071059,1375055-6
SSINV-001-0071060,1-1859247-0
SSINV-001-0071061,WG019322
SSINV-001-0071062,1427070-6
SSINV-001-0071063,"1375055-6,1375191-6,1859008-7,1859050-1,6-2111979-3-PACK"
SSINV-001-0071064,F9DSCSC15-SL 
SSINV-001-0071065,1859247-4
SSINV-001-0071066,F9DSCSC1-SL
SSINV-001-0071067,OTHPCPLAST-S 
SSINV-001-0071068,OTHPCPLAST-S 
SSINV-001-0071069,6-2111979-3-PACK
SSINV-001-0071070,"1859049-1,DGK-PKT-AMP-CAT6-PP24-05"
SSINV-001-0071071,6-554720-5-PACK
SSINV-001-0071072,1427254-2
SSINV-001-0071073,"6-219590-2,6-554720-5-PACK,DGK-PKT-AMP-CABLE-008"
SSINV-001-0071074,"1859049-1,1933797-2"
SSINV-001-0071075,1933748-7
SSINV-001-0071076,6-554720-5-PACK
SSINV-001-0071077,CE28511FE1 (EX)
SSINV-001-0071078,1427071-6
SSINV-001-0071079,1116697-1
SSINV-001-0071080,1427632-2
SSINV-001-0071081,1859218-2
SSINV-001-0071082,"6-2111979-3-PACK,9-737893-3-PACK"
SSINV-001-0071083,"1-5502776-1,1206138-8"
SSINV-001-0071084,4-1427435-4
SSINV-001-0071085,1427071-6
SSINV-001-0071086,1859167-1
SSINV-001-0071087,1859168-1
SSINV-001-0071088,1427071-6
SSINV-001-0071089,6-554720-5-PACK
SSINV-001-0071090,"1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-002"
SSINV-001-0071091,6-219590-2
SSINV-001-0071092,AT-FS724L
SSINV-001-0071093,"1427632-2,1933748-1,2843032-3-PACK,6-2111979-3-PACK,760237040"
SSINV-001-0071094,AT-AR415S
SSINV-001-0071095,AT-GS910/8
SSINV-001-0071096,"2843032-3-PACK,6-2111979-3-PACK"
SSINV-001-0071097,1427070-6
SSINV-001-0071098,6-2111979-3-PACK
SSINV-001-0071100,1-1859115-1-PACK
SSINV-001-0071101,AT-FS724L
SSINV-001-0071102,4-1427431-2
SSINV-001-0071103,"1206138-8,2105006-2,2105030-2,5504640-1"
SSINV-001-0071104,"2-1671000-8,2105026-2,4-1671000-8"
SSINV-001-0071105,DGK-RDM-R305649
SSINV-001-0071106,1427071-6
SSINV-001-0071107,1427071-6
SSINV-001-0071108,WGM57031
SSINV-001-0071109,WGM57331
SSINV-001-0071110,"1-1859010-0,1427632-2,1479738-1,1859010-4,1859049-1"
SSINV-001-0071111,AT-MC103XL
SSINV-001-0071112,AT-MMC2000/SP
SSINV-001-0071113,"1427632-2,1479154-2,1859239-4"
SSINV-001-0071114,219413-2
SSINV-001-0071115,AT-FS716L
SSINV-001-0071116,AT-FSW708
SSINV-001-0071117,1859008-7
SSINV-001-0071118,1859008-7
SSINV-001-0071119,6-554720-5-PACK
SSINV-001-0071120,6-2111979-3-PACK
SSINV-001-0071122,1427070-6
SSINV-001-0071123,AT-GS950/24
SSINV-001-0071124,AT-MMC2000/SP
SSINV-001-0071125,"1859049-1,1479738-1,1375055-6"
SSINV-001-0071126,1859247-4
SSINV-001-0071127,AT-GS950/16
SSINV-001-0071128,"AT-MC101XL,AT-MC102XL"
SSINV-001-0071129,219413-2
SSINV-001-0071130,4-1671000-4
SSINV-001-0071131,1427071-6
SSINV-001-0071132,6-2111979-3-PACK
SSINV-001-0071133,R303561
SSINV-001-0071134,"1427632-2,1479738-1,1859008-7,1859049-1"
SSINV-001-0071135,"1-1859010-0,1933748-1,1933748-1"
SSINV-001-0071136,6-554720-5-PACK
SSINV-001-0071137,6-219590-2
SSINV-001-0071138,"1375191-2,1859049-1"
SSINV-001-0071139,219413-2
SSINV-001-0071140,6-554720-5-PACK
SSINV-001-0071141,6-554720-5-PACK
SSINV-001-0071142,AT-MC103XL
SSINV-001-0071143,"1859007-4,1859009-4,1859012-4"
SSINV-001-0071144,"1-1859012-0,1859009-4,1859012-4"
SSINV-001-0071145,6-554720-5-PACK
SSINV-001-0071146,1427071-6
SSINV-001-0071147,219413-2
SSINV-001-0071148,1427071-6
SSINV-001-0071149,1427070-6
SSINV-001-0071150,1859218-2
SSINV-001-0071151,AT-FS724L
SSINV-001-0071152,1933748-1
SSINV-001-0071153,AT-GS950/16
SSINV-001-0071154,AT-SPSX
SSINV-001-0071155,AT-GS950/8
SSINV-001-0071156,1427632-2
SSINV-001-0071157,6-219590-2
SSINV-001-0071158,1427071-6
SSINV-001-0071159,1427071-6
SSINV-001-0071160,1427632-2
SSINV-001-0071161,6-219590-2
SSINV-001-0071162,6-2111979-3-PACK
SSINV-001-0071163,219413-2
SSINV-001-0071164,4-1427431-4
SSINV-001-0071165,"6457567-4,84751-1"
SSINV-001-0071166,"1427632-2,2105031-3"
SSINV-001-0071167,1427071-6
SSINV-001-0071168,1375191-6
SSINV-001-0071169,6-219590-2
SSINV-001-0071170,6-219590-2
SSINV-001-0071171,1206138-8
SSINV-001-0071172,WG330001
SSINV-001-0071173,"AT-GS910/24,AT-GS950/28PS"
SSINV-001-0071174,AT-MMC2000/SP
SSINV-001-0071175,AT-MC103XL
SSINV-001-0071176,6-2111979-3-PACK
SSINV-001-0071177,"AV08ZMD-400,AV2556DN-S"
SSINV-001-0071178,6-554720-5-PACK
SSINV-001-0071179,1427070-6
SSINV-001-0071180,6-2111979-3-PACK
SSINV-001-0071181,AT-GS948MPX
SSINV-001-0071182,6-554720-5-PACK
SSINV-001-0071183,1375191-6
SSINV-001-0071184,1479155-2
SSINV-001-0071185,6-219590-2
SSINV-001-0071186,1427071-6
SSINV-001-0071187,1427070-6
SSINV-001-0071188,"1-1859247-0,1375055-6,1479738-1,1859008-7,1859049-1"
SSINV-001-0071189,6-554720-5-PACK
SSINV-001-0071190,6-554720-5-PACK
SSINV-001-0071191,1-1859239-0
SSINV-001-0071192,"1375191-6,1375191-7,1859049-1,1859050-1,6-554720-5-PACK"
SSINV-001-0071193,6-219590-2
SSINV-001-0071194,219413-2
SSINV-001-0071195,1859218-2
SSINV-001-0071196,219413-2
SSINV-001-0071197,AT-MMC6005
SSINV-001-0071198,1859012-7
SSINV-001-0071199,AT-MC102XL
SSINV-001-0071200,AT-SPSX
SSINV-001-0071201,1427632-2
SSINV-001-0071202,"1-1859251-0,1859248-4,1859251-4"
SSINV-001-0071203,1859533-1
SSINV-001-0071204,"1427071-6,6-219590-2"
SSINV-001-0071205,1427071-6
SSINV-001-0071206,1427632-2
SSINV-001-0071207,1-1859247-0
SSINV-001-0071208,1859241-7
SSINV-001-0071209,AT-GS950/10PS
SSINV-001-0071210,219413-2
SSINV-001-0071211,"AT-GS910/16,AT-GS910/24"
SSINV-001-0071212,"AT-MMC2000/SP,AT-SPSX"
SSINV-001-0071213,"1427071-6,219413-2"
SSINV-001-0071214,1427071-6
SSINV-001-0071215,"1427632-2,1859010-7,2105027-2,2105032-2,2105052-1"
SSINV-001-0071216,R35057
SSINV-001-0071217,"1-1859010-0,1427632-2,1859010-4,1859049-1,1859050-1,DGK-PKT-AMP-CAT6-PP24-05"
SSINV-001-0071218,1933748-7
SSINV-001-0071219,1427070-6
SSINV-001-0071220,"1375055-2,1479738-1"
SSINV-001-0071221,1427071-6
SSINV-001-0071222,6-219590-2
SSINV-001-0071223,1479154-2
SSINV-001-0071224,AT-GS910/24
SSINV-001-0071225,AT-SPSX
SSINV-001-0071226,6-554720-5-PACK
SSINV-001-0071227,6-554720-5-PACK
SSINV-001-0071228,6-554720-5-PACK
SSINV-001-0071229,6-554720-5-PACK
SSINV-001-0071230,6-554720-5-PACK
SSINV-001-0071231,6-554720-5-PACK
SSINV-001-0071232,6-554720-5-PACK
SSINV-001-0071233,6-554720-5-PACK
SSINV-001-0071234,6-554720-5-PACK
SSINV-001-0071235,6-219590-2
SSINV-001-0071236,"1-1859115-1-PACK,6-554720-5-PACK"
SSINV-001-0071237,1859532-3
SSINV-001-0071238,1859049-1
SSINV-001-0071239,219413-2
SSINV-001-0071240,6-554720-5-PACK
SSINV-001-0071241,"1427071-6,6-2111979-3-PACK,DGK-PKT-AMP-CABLE-010"
SSINV-001-0071242,1427071-6
SSINV-001-0071243,6-554720-5-PACK
SSINV-001-0071244,6-219590-2
SSINV-001-0071245,"1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-002"
SSINV-001-0071246,AT-X510-28GSX-N1         
SSINV-001-0071247,219413-2
SSINV-001-0071248,1859010-4
SSINV-001-0071249,1206138-8
SSINV-001-0071250,"AT-MMC2000/SP,AT-SPSX"
SSINV-001-0071251,WG019541
SSINV-001-0071252,790163-1
SSINV-001-0071253,1375191-6
SSINV-001-0071254,1375191-6
SSINV-001-0071255,AT-GS950/24
SSINV-001-0071256,AT-FSW708
SSINV-001-0071257,AT-GS910/24
SSINV-001-0071258,6-2111979-3-PACK
SSINV-001-0071259,1427071-6
SSINV-001-0071260,"1206138-8,1479738-1,1933308-1,NPC06UVDB-BL010F"
SSINV-001-0071261,1-1859010-0
SSINV-001-0071262,1859247-4
SSINV-001-0071263,AT-GS910/16
SSINV-001-0071264,6-2111979-3-PACK
SSINV-001-0071265,"AT-GS950/24,AT-SPSX,DGK-PKT-ATI-GS-001"
SSINV-001-0071266,AT-UWC-10-LIC
SSINV-001-0071267,"1427071-6,6-2111979-3-PACK,DGK-PKT-AMP-CABLE-010"
SSINV-001-0071268,1427071-6
SSINV-001-0071269,"AT-X230-28GT-N1,AT-X230-28GT-N1-NCA1"
SSINV-001-0071270,"AT-MMC2000/SP,AT-MMC2000/SP-NCA1,AT-SPLX10,AT-SPLX10-NCA1"
SSINV-001-0071271,"AT-X230-28GT-N1,AT-X230-28GT-N1-NCA1"
SSINV-001-0071272,1725150-1
SSINV-001-0071273,AT-FS750/28
SSINV-001-0071274,1375191-2
SSINV-001-0071275,"1427632-2,1479738-1,6-2111979-3-PACK,1859049-1"
SSINV-001-0071276,"AT-FSW708,AT-MC102XL,DGK-PKT-ATI-MC-002"
SSINV-001-0071277,6-219590-2
SSINV-001-0071278,"1427632-2,6-554720-5-PACK"
SSINV-001-0071279,1116698-1
SSINV-001-0071280,6-554720-5-PACK
SSINV-001-0071281,4-1427431-4
SSINV-001-0071282,WG850031
SSINV-001-0071283,1427071-6
SSINV-001-0071284,1427632-2
SSINV-001-0071285,1711816-1
SSINV-001-0071286,1427319-1
SSINV-001-0071287,AT-SPLX10
SSINV-001-0071288,"6-2111979-3-PACK,1427071-6,DGK-PKT-AMP-CABLE-010"
SSINV-001-0071289,219413-2
SSINV-001-0071290,"AT-FSW708,AT-MMC2000/SP,DGK-PKT-ATI-MMC-001"
SSINV-001-0071291,"AT-FSW708,AT-MC102XL,DGK-PKT-ATI-MC-002"
SSINV-001-0071292,AT-MC102XL
SSINV-001-0071293,"1-1859009-0,1859009-7"
SSINV-001-0071294,AT-GS950/16
SSINV-001-0071295,"AT-MMC2000/SP,AT-FSW708,DGK-PKT-ATI-MMC-001"
SSINV-001-0071296,790163-1
SSINV-001-0071297,"DGK-BPL-580,BPL-580,SVL-711"
SSINV-001-0071298,"1375055-6,1116697-1"
SSINV-001-0071299,219413-2
SSINV-001-0071300,"6-219590-2,6-554720-5-PACK,DGK-PKT-AMP-CABLE-008"
SSINV-001-0071301,AT-GS950/48
SSINV-001-0071302,"6-554720-5-PACK,6-219590-2,DGK-PKT-AMP-CABLE-009"
SSINV-001-0071303,AT-GS950/48
SSINV-001-0071304,"1427071-6,6-2111979-3-PACK,DGK-PKT-AMP-CABLE-010"
SSINV-001-0071305,"6-2111979-3-PACK,1427071-6,DGK-PKT-AMP-CABLE-010"
SSINV-001-0071306,1427071-6
SSINV-001-0071307,"6-554720-5-PACK,6-219590-2,DGK-PKT-AMP-CABLE-009"
SSINV-001-0071308,1427632-2
SSINV-001-0071309,WX500-PLUS
SSINV-001-0071310,WX_AD_EF_MM2
SSINV-001-0071311,"AT-MC102XL,AT-MC103XL"
SSINV-001-0071312,"6-2111979-3-PACK,1427071-6,DGK-PKT-AMP-CABLE-010"
SSINV-001-0071313,"1-1859247-0,1-1859239-0,1859241-4"
SSINV-001-0071314,"6-554720-5-PACK,1859239-4"
SSINV-001-0071315,"6-554720-5-PACK,6-219590-2,DGK-PKT-AMP-CABLE-009"
SSINV-001-0071316,"6-219590-2,6-554720-5-PACK,DGK-PKT-AMP-CABLE-009"
SSINV-001-0071317,"1-1859247-0,1375055-2,1375055-6,1479738-1,1859049-1"
SSINV-001-0071318,"6-2111979-3-PACK,1427071-6,DGK-PKT-AMP-CABLE-010"
SSINV-001-0071319,"6-2111979-3-PACK,1427071-6,DGK-PKT-AMP-CABLE-010"
SSINV-001-0071320,DGK-PKT-AMP-CAT6-PP24-05
SSINV-001-0071321,DGK-PKT-AMP-CAT6-PP24-01
SSRTN-001-0004261,AT-X310-26FP-N1
SSRTN-001-0004262,AT-FS724L
SSRTN-001-0004263,AT-MMC6005
SSRTN-001-0004264,"AT-GS948MPX,AT-TQ4600"
SSRTN-001-0004265,1859008-4
SSRTN-001-0004266,AT-X510-28GPX-N1
SSRTN-001-0004267,AT-GS910/16
SSRTN-001-0004268,AT-FS724L
SSRTN-001-0004269,1427071-6
SSRTN-001-0004270,"AT-MCR12,AT-PWR4"
SSRTN-001-0004271,"2105027-3,2105003-2,1671281-1,1933797-2"
SSRTN-001-0004272,6-219590-2
SSRTN-001-0004273,1933796-2
SSRTN-001-0004274,AT-FS724L
SSRTN-001-0004275,"1479738-1,1427632-2,1859008-4,1-1859008-0,1859050-1,1933748-2"
SSRTN-001-0004276,AT-FS724L
SSRTN-001-0004277,AT-X210-24GT-N1
SSRTN-001-0004278,"WX_AD_EF_MM1,WX_AD_SM1,WX4500-FA-SC,WX_AD_6ACH2"
SSRTN-001-0004281,AT-FSW708
SSRTN-001-0004282,1427070-6
SSRTN-001-0004283,1427070-6
SSRTN-001-0004284,AT-GS950/10PS
SSRTN-001-0004285,1427070-6
SSRTN-001-0004286,AT-SPSX
SSRTN-001-0004287,"CCH-CP06-59,WCH-04P,SC09B1"
SSRTN-001-0004288,A-D(BN)H 1X12 E9/125/245 
SSRTN-001-0004289,"F9D3-3M3,F6D3-3M2,R308445,R30805"
SSRTN-001-0004290,DGK-RDM-R300263-X
SSRTN-001-0004291,219413-2
SSRTN-001-0004292,AT-MC102XL
SSRTN-001-0004293,1859049-1
SSRTN-001-0004294,AT-XS916MXS
SSRTN-001-0004295,1479738-1
SSRTN-001-0004296,AT-X610-24SPS/X-N1
SSRTN-001-0004297,AT-X550-18XTQ
SSRTN-001-0004298,AT-GS910/24
SSRTN-001-0004299,"1933796-2,1427632-2"
SSRTN-001-0004300,1725150-1
SSRTN-001-0004301,"1479154-2,6-554720-5-PACK"
SSRTN-001-0004302,1-1859008-0
SSRTN-001-0004303,AT-GS900/8PS
SSRTN-001-0004304,AT-X310-26FT-N1
SSRTN-001-0004305,AT-GS950/10PS
SSRTN-001-0004307,AT-GS948MPX
SSRTN-001-0004308,AT-FS724L
SSRTN-001-0004309,AT-FS724L
SSRTN-001-0004310,1933748-6
SSRTN-001-0004311,9-737893-3-PACK
SSRTN-001-0004312,AT-GS950/24
SSRTN-001-0004313,AT-FS724L
SSRTN-001-0004314,1427070-6
SSRTN-001-0004315,"1859010-7,1-1859008-0,1933796-2,1427632-2"
SSRTN-001-0004316,AT-FS724L
SSRTN-001-0004317,AT-GS950/16
SSRTN-001-0004318,AT-MMCR18-60
SSRTN-001-0004319,"AT-X930-28GSTX-N1-00,AT-PWR150,AT-X310-50FT-N1,AT-X310-26FT-N1,AT-SP10TW1,AT-SPLX10,AT-MMC2000/SP,AT-SPSX"
SSRTN-001-0004320,"AT-X930-28GTX-N1,AT-GS924MX,AT-GS924MPX,AT-GS950/16PS"
SSRTN-001-0004321,AT-MC102XL
SSRTN-001-0004322,AT-GS948MPX
SSRTN-001-0004323,AT-GS910/16
SSRTN-001-0004324,1-1859008-0
SSRTN-001-0004325,"4-1671000-8,6457567-5,1427561-1,1-1859010-0,1859010-4,1859010-4,1859010-4,2-1671000-4,1859050-1,1116697-1,2105028-3,2105026-3,3-1859418-2,2105027-3,3-1859418-2,1933748-7,1933748-7,2105002-2,1479738-1,657054-000-PACK,AT-X930-28GSTX-N1-00,AT-IE300-12GP-80-DSA1,AT-X230-18GP-N1,AT-GS924M,AT-XEM-12S,AT-SPSX,AT-SPSX,AT-TQ4400E,AT-UWC-60-APL,AT-TQ4600,AT-X230-28GP-N1,AT-TQ4600-DSA1,AT-TQ4400E-DSA1,AT-UWC-60-APL-DSA1,AT-UWC-20-LIC,AT-RKMT-J05,AT-PWR150,AT-SPLX10,AT-X930-28GSTX-N1-DSA1,AT-IE300-12GP-80,AT-GS916M,AT-IMC1000TP/SFP-80,AT-GS908M,AV20565D,AV20585DN,PMBT9TRA,DGK-OTH-DC48,PANELBOX,PANELBOX,DGK-OTH-DC48"
SSRTN-001-0004326,"RW19009ST,WG525031"
SSRTN-001-0004327,"1427070-6,1427070-6"
SSRTN-001-0004328,4-1427432-4
SSRTN-001-0004329,1427070-6
SSRTN-001-0004330,1427070-6
SSRTN-001-0004331,"1859012-7,AT-SPSX"
SSRTN-001-0004332,F5DSTLC2A1
SSRTN-001-0004333,AT-FS724L
SSRTN-001-0004334,"1479738-1,1933748-2"
SSRTN-001-0004335,"6-219590-2,6-554720-5-PACK,DGK-PKT-AMP-CABLE-008"
SSRTN-001-0004336,AT-FS750/28
SSRTN-001-0004337,AT-X230-28GP-N1
SSRTN-001-0004338,AT-MWS2533AP-00
SSRTN-001-0004339,AT-SBXPWRSYS2
SSRTN-001-0004340,AT-MC102XL
SSRTN-001-0004341,6-219590-2
SSRTN-001-0004342,"1375191-6,1375191-7,1859049-1,1859050-1,6-554720-5-PACK"
SSRTN-001-0004343,6-219590-2
SSRTN-001-0004344,219413-2
SSRTN-001-0004345,AT-SPSX
SSRTN-001-0004346,"1479738-1,1427632-2,1375055-6,1-1859008-0"
SSRTN-001-0004347,1427070-6
SSRTN-001-0004348,AT-X510-28GPX-N1
SSRTN-001-0004349,AT-X510-52GPX-N1
